[DEBUG] [2020-12-13 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 58cf327c95f4456890e29f750567207c, msgType : 19
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@7fc44dec 
[INFO] [2020-12-13 14:58:11] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:58:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5e9228a1a66c4515805fdb62e8cfe72d, msgType : 18
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:11] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:58:11] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@7e3060d8 
[INFO] [2020-12-13 14:58:11] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:58:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f81e574afee4ec6bc71e7463825e33d, msgType : 19
[DEBUG] [2020-12-13 14:58:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7a884b3fc1c84351b4aa8e1b9ec1e6c0, msgType : 19
[DEBUG] [2020-12-13 14:58:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 13677dc4916f4996b1928934510b2bfa, msgType : 19
[DEBUG] [2020-12-13 14:58:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca7d699acaee49efb19884fc6411bb1f, msgType : 19
[DEBUG] [2020-12-13 14:58:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 31f4cd78718549a1988f69689ef726b4, msgType : 19
[DEBUG] [2020-12-13 14:58:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 07d47838e1cd44ad84ca335854d037b3, msgType : 19
[DEBUG] [2020-12-13 14:58:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 34c520c5762142f6a694bdb79934885b, msgType : 19
[DEBUG] [2020-12-13 14:58:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 98abdb92d54947eaa9564b091128e7c2, msgType : 19
[DEBUG] [2020-12-13 14:58:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6e156c13fc394ae2bc7d014e6a465a4b, msgType : 19
[DEBUG] [2020-12-13 14:58:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3caf1d8d16aa42608e15d04bec6b2af5, msgType : 19
[DEBUG] [2020-12-13 14:58:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9df3c4a55d184195935d82aad0774b86, msgType : 19
[DEBUG] [2020-12-13 14:58:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 83a6e4ff27af41ebbcd35d2503e30850, msgType : 19
[DEBUG] [2020-12-13 14:58:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c99489d0e6ea4311830c168840eec00b, msgType : 18
[DEBUG] [2020-12-13 14:58:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 222405f1f65f47b692dcde0cbe7db3f5, msgType : 18
[DEBUG] [2020-12-13 14:58:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 60dcb00ba36843c3b680fa70d137daa3, msgType : 19
[DEBUG] [2020-12-13 14:58:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 88759868e62644919344fe504f50de1b, msgType : 19
[DEBUG] [2020-12-13 14:58:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7353d841dfab44c080a54ca39f81a6e6, msgType : 19
[DEBUG] [2020-12-13 14:58:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cd4a14a01a254a71bb8ed527c5c37fe0, msgType : 19
[DEBUG] [2020-12-13 14:58:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 176189999829463381d20fb3d66182ad, msgType : 19
[DEBUG] [2020-12-13 14:58:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 48107320a614457382d4d6a177bde4b9, msgType : 19
[DEBUG] [2020-12-13 14:58:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 202e01b9de624730af53221a556737e2, msgType : 19
[DEBUG] [2020-12-13 14:58:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a6482de72f724787b050d8a37d34513c, msgType : 19
[DEBUG] [2020-12-13 14:58:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b6214a599f3d4c28b90eb1810b9367e9, msgType : 19
[DEBUG] [2020-12-13 14:58:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ccf280beea5643fcb0a3f49ec6db70d1, msgType : 19
[DEBUG] [2020-12-13 14:58:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5b6b96a7d94a4268bbd4308f22f2d0fd, msgType : 19
[DEBUG] [2020-12-13 14:58:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fae64be6a55e42ceabce0152055ffd19, msgType : 19
[DEBUG] [2020-12-13 14:58:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d2be4aee04dc4069a832b73aeedbdd4f, msgType : 19
[DEBUG] [2020-12-13 14:58:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6c4ff0b3f8494210b0a77c1044f17b8b, msgType : 19
[DEBUG] [2020-12-13 14:58:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dd19dd3eec844cfc909b97f3fdc050f4, msgType : 19
[DEBUG] [2020-12-13 14:58:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3b7151c5d4064258aa40d400c24b86aa, msgType : 19
[DEBUG] [2020-12-13 14:58:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f9a6590e80184fee9e0e6b8f32c684b6, msgType : 19
[DEBUG] [2020-12-13 14:58:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3df14fa56b6f426f88e0632a291edac2, msgType : 19
[DEBUG] [2020-12-13 14:58:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6bb974053a094e5bbe1090a142410929, msgType : 19
[DEBUG] [2020-12-13 14:58:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c294daca57bc49aba6bfa0416820a0c5, msgType : 19
[DEBUG] [2020-12-13 14:58:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d6b0dcc63b7b401bb95bc80b7bde3ebc, msgType : 19
[DEBUG] [2020-12-13 14:58:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 66acaa19a64d49b2a676950481758ee2, msgType : 19
[DEBUG] [2020-12-13 14:58:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cfe23f3f25a2435d91aea14573329a63, msgType : 19
[DEBUG] [2020-12-13 14:58:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ed19fa8e79d9484680626234bc935be8, msgType : 19
[DEBUG] [2020-12-13 14:58:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b84bd6086c854ef0b6c4351892f9818e, msgType : 19
[DEBUG] [2020-12-13 14:58:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b94d0d395c1b41c49aaed5185a201133, msgType : 19
[DEBUG] [2020-12-13 14:58:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 41b15cbfcd7142b2ad67824f3fc53dcc, msgType : 19
[DEBUG] [2020-12-13 14:58:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1561104321c34756bf80747dae319b13, msgType : 19
[DEBUG] [2020-12-13 14:58:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a5da428657364f09a61cae206b285798, msgType : 19
[DEBUG] [2020-12-13 14:58:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 666c7cd86a2b496badcd18be077812a5, msgType : 19
[DEBUG] [2020-12-13 14:58:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : edb1ba8728ac48f9a56f5da4beee6398, msgType : 19
[DEBUG] [2020-12-13 14:58:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ae9d936c3776474ca239371edfba4776, msgType : 19
[DEBUG] [2020-12-13 14:58:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1b9183caa6e64c27b36a171b27cc98b2, msgType : 19
[DEBUG] [2020-12-13 14:58:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 40a9d0ad67e14cfb9f5f22957a4ca0ca, msgType : 19
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 173b2578682149a0aa3135e046dbd49c, msgType : 19
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5136fe3d4538467fa9d47dfc35d6029a, msgType : 19
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@2692b61e 
[INFO] [2020-12-13 14:58:59] ABIObjectFactory.createObject(30) |  name: PayDebt
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 50124e73ebb64da3b833c80c0c716a96, msgType : 18
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2020-12-13 14:58:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 10, groupId: 1
[DEBUG] [2020-12-13 14:58:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 10, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2020-12-13 14:58:59] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 10, groupId: 1
[DEBUG] [2020-12-13 14:58:59] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 10, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 50124e73ebb64da3b833c80c0c716a96, msgType : 4096
[DEBUG] [2020-12-13 14:58:59] ChannelMsgHandler.onMessage(156) |  call 
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@7b64240d 
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:58:59] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:58:59] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@62fad19 
[INFO] [2020-12-13 14:58:59] ABIObjectFactory.createObject(30) |  name: PayDebt
[DEBUG] [2020-12-13 14:59:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1bf1db2a4ba44559945f2f7f1a1154ea, msgType : 19
[DEBUG] [2020-12-13 14:59:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4b6068d8a13545888ece015ae23f73bf, msgType : 19
[DEBUG] [2020-12-13 14:59:02] ConsoleContractImpl.callContract(355) | sendCall request, params: [3], contractAddress: 0xea38c219bf89702841874af0d276b3bd9efecf20, contractName: SupplyChain, functionName:receipts, paramSize: 1
[INFO] [2020-12-13 14:59:02] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:02] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:02] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
